house_name,is_available,deposit,max_price,min_price,currency,price_duration,district,locality,route,postal_code,street_number,total_features,features,max_area,min_area,area_unit,owner_emails,owner_phones,url
"Waterways, Loughborough",False,250,139,109,pound,weekly,Leicestershire,Loughborough,Derby Square,LE11 5AP,23-29,4,COVID-19 Cancellation Policy/Flexible Tenancy/bills_included/not_available,16,12,sqft,InternationalBooking2@unitestudents.com,+440300 303 8642,https://amberstudent.com/places/waterways-loughborough-1904175936343
"Asha House, Loughborough",False,150,180,112,pound,weekly,Leicestershire,Loughborough,Woodgate,LE11 2TZ,63,4,Central Location/Free Contents Insurance/laundry_facility/not_available,27,12,sqft,enquiries@ashahouse.co.uk,+441509 266258,https://amberstudent.com/places/asha-house-loughborough-1801303591523
"The Cube, Loughborough",False,None,165,102,pound,weekly,Leicestershire,Loughborough,Ashby Road,LE11 3QU,575,4,gym/bills_included/communal_kitchen/not_available,20,17,sqft,TheCube@crm-students.com,+44 01509 264755,https://amberstudent.com/places/the-cube-loughborough-2008054478846
"Study inn Lemyngton Street, Loughborough",False,200,196,119,pound,weekly,Leicestershire,Loughborough,Lemyngton Street,LE11 1UJ,1,4,Bedding Pack/free cleaning/bills_included/not_available,None,None,sqft,contact@studyinn.com,+44 2476 239 349,https://amberstudent.com/places/study-inn-lemyngton-street-loughborough-1812215350740
"Kingfisher Halls, Loughborough",False,300,200,116,pound,weekly,Leicestershire,Loughborough,Kingfisher Way,LE11 3NY,None,4,laundry_facility/gym/bills_included/not_available,None,None,sqft,info@studentbeehive.co.uk,+4407484894181,https://amberstudent.com/places/kingfisher-halls-loughborough-1801316114630
"Radmoor House, Loughborough",False,None,188,123,pound,weekly,Leicestershire,Loughborough,Radmoor Road,LE11 3BS,None,4,cinema/gym/laundry_facility/not_available,None,None,sqft,info@studentbeehive.co.uk,+441509 566 656/+44 (0)7484 894 181,https://amberstudent.com/places/radmoor-house-loughborough-1802012682793
"Forest Court, Loughborough ",False,None,200,122,pound,weekly,Leicestershire,Loughborough,Forest Road,LE11,None,4,Laundrette/Cinema Room/bills_included/not_available,None,None,sqft,info@studentbeehive.co.uk,+44 (0)7484 894 181,https://amberstudent.com/places/forest-court-loughborough-1802010996608
"Forest Rise, Loughborough",False,300,210,149,pound,weekly,Leicestershire,Loughborough,Forest Road,LE11,None,4,laundry_facility/cinema/game_room/not_available,None,None,sqft,info@studentbeehive.co.uk,+441509 566 656,https://amberstudent.com/places/forest-rise-loughborough-1802016794812
True Liverpool,True,None,252,134,pound,weekly,Merseyside,Liverpool,Prospect Street,L6 1AU,45,4,laundry_facility/cinema/game_room/bills_included,26,13,sqft,liverpool@truestudent.com,+44(0)151 294 5189,https://amberstudent.com/places/true-liverpool-2011117953561
"Cambridge Court, Liverpool",True,None,None,None,pound,weekly,Merseyside,Liverpool,Cambridge Court,L7 7JB,None,3,Bike Storage/laundry_facility/bills_included,None,None,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/cambridge-court-liverpool-1710240376939
"iQ Great Newton House, Liverpool",True,100,203,127,pound,weekly,Merseyside,Liverpool,Lower Gill Street,L3 5BB,7,4,laundry_facility/24/7 staff presence/Close to universities/bills_included,None,None,sqft,greatnewtonhouse@iqstudentaccommodation.com,+440151 709 7116,https://amberstudent.com/places/iq-great-newton-house-liverpool-1608304787060
"Byrom Point, Liverpool",True,None,189,155,pound,weekly,Merseyside,Liverpool,Great Crosshall Street,L3 2AT,72,3,gym/laundry_facility/bills_included,25,13,sqft,byrom.point@studentroost.co.uk,+44151 541 1120,https://amberstudent.com/places/byrom-point-liverpool-1608306844687
"City Point, Liverpool",True,250,120,94,pound,weekly,Merseyside,Liverpool,Great Homer Street,L5 3LD,2,3,gym/laundry_facility/bills_included,None,None,sqft,students@carolettings.com/cara@carostudentliving.com,+44 08000087888,https://amberstudent.com/places/city-point-liverpool-2105217197377
"Agnes Jones House, Liverpool",True,None,107,85,pound,weekly,Merseyside,Liverpool,Catharine Street,L8 7JZ,1A,3,No deposit required/Bike storage/laundry_facility,None,None,sqft,info@gather-students.com,+44 1517 088514,https://amberstudent.com/places/agnes-jones-house-liverpool-2209022700242
"Falkland House, Liverpool",True,None,135,99,pound,weekly,Merseyside,Liverpool,Falkland Street,L3 8AF,20,3,laundry_facility/Great location/bills_included,None,None,sqft,bookings@cloudstudenthomes.co.uk,+44 0330 053 5701,https://amberstudent.com/places/falkland-house-liverpool-1906279728760
"Phoenix Place, Liverpool",True,None,135,104,pound,weekly,Merseyside,Liverpool,Prince Edwin Street,L5 3AA,5,3,24h Security/laundry_facility/bills_included,None,None,sqft,bookings@cloudstudenthomes.co.uk,+44 0330 053 5701,https://amberstudent.com/places/phoenix-place-liverpool-2106267754634
"Prospect Point, Liverpool",True,250,199,117,pound,weekly,Merseyside,Liverpool,Moira Street,L6 1BA,60,3,Post Service/COVID-19 Cancellation Polic/bills_included,28,12,sqft,InternationalBooking2@unitestudents.com,+440300 303 8642,https://amberstudent.com/places/prospect-point-liverpool-2002134204705
"Atlantic Point, Liverpool",True,250,124,119,pound,weekly,Merseyside,Liverpool,Naylor Street,L3 6LS,None,3,COVID-19 Cancellation Policy/Flexible Tenancy/bills_included,15,12,sqft,InternationalBooking2@unitestudents.com,+440300 303 8642,https://amberstudent.com/places/atlantic-point-liverpool-2002135955868
"Moorfield, Liverpool",True,250,123,120,pound,weekly,Merseyside,Liverpool,Hatton Garden,L3 2EZ,29,3,COVID-19 Cancellation Policy/Flexible Tenancy/bills_included,16,13,sqft,InternationalBooking2@unitestudents.com,+440300 303 8642,https://amberstudent.com/places/moorfield-liverpool-2002141197351
X1 Arndale House,True,200,None,None,pound,weekly,Merseyside,Liverpool,Lambert Street,L3,None,3,Complimentary Netflix/gym/bills_included,None,None,sqft,hello@x1management.com/Sophie@x1management.com,+44(0)151 559 3333,https://amberstudent.com/places/x1-arndale-house-2108061188888
"Cathedral Campus, Liverpool",True,200,164,113,pound,weekly,Merseyside,Liverpool,Cathedral Gate,L1 7BT,None,3,laundry_facility/bills_included/Lounge Area,None,None,sqft,salesenquiries@dwellstudent.co.uk,+440161 200 5560,https://amberstudent.com/places/cathedral-campus-liverpool-1802122808190
"One Islington Plaza, Liverpool",True,99,179,129,pound,weekly,Merseyside,Liverpool,Devon Street,L3 8HA,None,3,study_area/laundry_facility/bills_included,34,13,sqft,salesenquiries@wearehomesforstudents.com/oneislingtonplaza@urbanstudentlife.com,+44 0371 705 2565/+4401513150983,https://amberstudent.com/places/one-islington-plaza-liverpool-1904197662379
Ablett House,True,250,160,128,pound,weekly,Merseyside,Liverpool,Great Crosshall Street,L3 2AF,2,3,laundry_facility/study_area/bills_included,25,15,sqft,abletthouse@yugo.com,+4401512143370,https://amberstudent.com/places/ablett-house-1608308330826
"X1 The Edge, Liverpool",True,200,134,130,pound,weekly,Merseyside,Liverpool,Seymour Street,L3 5PE,2,3,Complimentary Netflix/gym/cinema,None,None,sqft,hello@x1management.com/Sophie@x1management.com,+44(0)151 559 3333,https://amberstudent.com/places/x1-the-edge-liverpool-2108066899323
"Plato House, Liverpool",True,200,140,130,pound,weekly,Merseyside,Liverpool,Greek Street,L3 5QJ,11,3,laundry_facility/bills_included/Common Room,None,None,sqft,bookings@cloudstudenthomes.co.uk,+440330 053 5701/+44 01518326830,https://amberstudent.com/places/plato-house-liverpool-1907092608404
"Unity Square, Liverpool",True,None,160,145,pound,weekly,Merseyside,Liverpool,Shaw Street,L6 1AA,26,4,Covid 19 Cancellation Policy/Flexible Contracts/laundry_facility/Bike Storage,None,None,sqft,info@unitysquarestudents.com,+44(0)161 274 3330,https://amberstudent.com/places/unity-square-liverpool-2102097289359
"Calico, Liverpool",True,None,222,141,pound,weekly,Merseyside,Liverpool,Islington,L3 8LG,52,4,gym/cinema/bills_included/game_room,28,15,sqft,Calico@thisisfresh.com,+44 151 318 7700,https://amberstudent.com/places/calico-liverpool-1903075725801
Hope Street Apartments,True,300,240,135,pound,weekly,Merseyside,Liverpool,Hope Street,L1 9BR,29F,3,cinema/game_room/bills_included,15,14,sqft,hopestreet@host-students.com,+44 (0)151 329 3087,https://amberstudent.com/places/hope-street-apartments-1608303656939
"The Lantern, Liverpool",True,150,195,143,pound,weekly,Merseyside,Liverpool,Bolton Street,L3 5AA,6,3,gym/bills_included/study_area,21,13,sqft,Thelantern@thisisfresh.com,+44151 305 6728,https://amberstudent.com/places/the-lantern-liverpool-1802071640404
"Horizon Heights, Liverpool",True,250,249,148,pound,weekly,Merseyside,Liverpool,Skelhorne Street,L3 5GH,None,3,laundry_facility/study_area/bills_included,20,15,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/horizon-heights-liverpool-1902159623509
"IQ Kopa, Preston",True,75,154,101,pound,weekly,Lancashire,Preston,Moor Lane,PR1 1LR,130,3,Free Contents Insurance/Gated Courtyard/COVID-19 Cancellation Policy,None,None,sqft,kopa@iqstudentaccommodation.com,+44 01772 823332,https://amberstudent.com/places/iq-kopa-preston-1811290048262
"St Lukes View, Liverpool",True,250,181,158,pound,weekly,Merseyside,Liverpool,Oldham Street,L1 2SU,8,3,COVID-19 Cancellation Policy/Flexible Tenancy/bills_included,None,None,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/st-lukes-view-liverpool-1710241326045
"The Ascent, Liverpool",True,None,500,188,pound,weekly,Merseyside,Liverpool,Renshaw Street,L1 2SD,30,4,laundry_facility/gym/bills_included/cinema,34,22,sqft,info@iconinc.co.uk,+44 330 111 5200,https://amberstudent.com/places/the-ascent-liverpool-1805077073045
"St. Andrews Gardens, Liverpool ",False,50,120,80,pound,weekly,Merseyside,Liverpool,Moor Place,L3 5XA,21,4,24h Security/Bike Storage/bills_included/not_available,None,None,sqft,StAndrewsGardens@wearehomesforstudents.com/STLbookings@wearehomesforstudents.com,+44370 218 6105/+441513292734,https://amberstudent.com/places/st-andrews-gardens-liverpool-1608300954368
Queensland place,False,250,117,89,pound,weekly,Merseyside,Liverpool,Chatham Place,L7 3AA,2,4,Pool tables/gym/cinema/not_available,None,None,sqft,qp@theurbanevolution.co.uk,+4401512272223,https://amberstudent.com/places/queensland-place-2101309236510
"The Bridewell, Liverpool",False,250,145,94,pound,weekly,Merseyside,Liverpool,Cheapside,L2 2DH,None,4,gym/Cycle Store/bills_included/not_available,None,None,sqft,enquiries@carolettings.com,+44 08000087888,https://amberstudent.com/places/the-bridewell-liverpool-2105215018814
"Lennon Studios, Liverpool",False,250,159,92,pound,weekly,Merseyside,Liverpool,Cambridge Court,L7 7AG,109,4,laundry_facility/bills_included/bike storage/not_available,49,9,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/lennon-studios-liverpool-1710235109897
"Grand Central, Liverpool",False,250,169,102,pound,weekly,Merseyside,Liverpool,Skelhorne Street,L3 5GA,None,4,laundry_facility/bills_included/bike storage/not_available,None,None,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399/+44 203 9298 908/+44 0300 303 8642,https://amberstudent.com/places/grand-central-liverpool-1710239775834
"The Railyard, Liverpool",False,250,139,105,pound,weekly,Merseyside,Liverpool,Crown Station Place,L7 3LA,None,4,laundry_facility/bills_included/BBQ area/not_available,18,11,sqft,the.railyard@studentroost.co.uk,+44 151 709 2718,https://amberstudent.com/places/the-railyard-liverpool-1805189329851
"Arrad House, Liverpool",False,250,None,None,pound,weekly,Merseyside,Liverpool,Arrad Street,L7 7JE,None,4,laundry_facility/bills_included/Bike storage/not_available,None,None,sqft,InternationalBooking2@unitestudents.com,+440300 303 8642,https://amberstudent.com/places/arrad-house-liverpool-1710230004824
"Apollo Court, Liverpool",False,250,185,115,pound,weekly,Merseyside,Liverpool,Greek Street,L3 5QJ,6,3,Onsite Laundry Facilities/bills_included/not_available,None,None,sqft,apollo.court@studentroost.co.uk,+44 151 703 0836,https://amberstudent.com/places/apollo-court-liverpool-1805171098203
"Myrtle Court, Liverpool",False,250,169,119,pound,weekly,Merseyside,Liverpool,Crown Street,L8 7JX,200,4,laundry_facility/Bike Storage/bills_included/not_available,20,12,sqft,myrtle.court@studentroost.co.uk,+44 151 709 1302,https://amberstudent.com/places/myrtle-court-liverpool-1805181537211
"Cedar House, Liverpool",False,250,165,120,pound,weekly,Merseyside,Liverpool,Cambridge Street,L7 7JG,2,4,laundry_facility/bills_included/Bike storage/not_available,None,None,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/cedar-house-liverpool-1710239411797
"Myrtle Street, Liverpool",False,100,150,120,pound,weekly,Merseyside,Liverpool,Myrtle Street,L7 7DN,5a,3,Lounge/bills_included/not_available,None,None,sqft,info@downingstudents.com/Liverpool@downingstudents.com,+44 (0)151 707 4398/+44 (0)151 708 8868,https://amberstudent.com/places/myrtle-street-liverpool-1706278327312
"Capital Gate, Liverpool",False,None,189,129,pound,weekly,Merseyside,Liverpool,Daulby Street,L3 5NT,20,4,laundry_facility/study_area/bills_included/not_available,None,None,sqft,capital.gate@studentroost.co.uk,+44 151 707 6449,https://amberstudent.com/places/capital-gate-liverpool-1805181274399
Trinity Student Village,False,99,115,87,pound,weekly,Lancashire,Preston,Great Shaw Street,PR1 2HF,None,4,COVID-19 Cancellation Policy/laundry_facility/bills_included/not_available,15,14,sqft,salesenquiries@wearehomesforstudents.com/trinitystudentvillage@wearehomesforstudents.com/STLbookings@wearehomesforstudents.com,+44177 288 0145,https://amberstudent.com/places/trinity-student-village-1804230520253
"Jubilee Court, Preston",False,None,165,90,pound,weekly,Lancashire,Preston,Fylde Road,PR1 2XP,129,4,laundry_facility/bills_included/Bike Storage/not_available,None,None,sqft,bookings@cloudstudenthomes.co.uk,+440330 053 5701/+44 01722259809,https://amberstudent.com/places/jubilee-court-preston-1911051486562
"The Arch, Liverpool",False,100,180,135,pound,weekly,Merseyside,Liverpool,Nelson Street,L1 5DR,2,4,game_room/bills_included/Cycle Storage/not_available,23,14,sqft,info@downingstudents.com/Liverpool@downingstudents.com,+44 151 707 2666,https://amberstudent.com/places/the-arch-liverpool-1608300157225
Bowline,False,99,210,140,pound,weekly,Merseyside,Liverpool,Benson Street,L1 2ST,18,4,laundry_facility/study_area/bills_included/not_available,None,None,sqft,salesenquiries@wearehomesforstudents.com/STLbookings@wearehomesforstudents.com,+440333 344 3787,https://amberstudent.com/places/bowline-2012058174587
"Vita Student The Chapel, Liverpool",False,None,379,149,pound,weekly,Merseyside,Liverpool,Crosshall Street,L1 6DQ,5-7,4,laundry_facility/study_area/bills_included/not_available,33,15,sqft,internationalpartnerships@vitastudent.com,+44 203 096 1717,https://amberstudent.com/places/vita-student-the-chapel-liverpool-2007116123029
"The Electra, Liverpool",False,100,218,145,pound,weekly,Merseyside,Liverpool,Caledonia Street,L7 7ED,None,4,laundry_facility/game_room/bills_included/not_available,32,21,sqft,info@downingstudents.com/Liverpool@downingstudents.com,+44 151 707 2666/+44 (0)151 708 8868,https://amberstudent.com/places/the-electra-liverpool-1608304352045
"Fontenoy Apartments, Liverpool",False,None,209,155,pound,weekly,Merseyside,Liverpool,Fontenoy Street,L3 2AL,15,4,study_area/laundry_facility/bills_included/not_available,33,16,sqft,fontenoy@prestigestudentliving.com,+44 0333 344 3787,https://amberstudent.com/places/fontenoy-apartments-liverpool-1807316740708
"Vita Student Crosshall Street, Liverpool",False,None,282,161,pound,weekly,Merseyside,Liverpool,Crosshall Street,L1 6DQ,5-7,4,study_area/laundry_facility/bills_included/not_available,28,15,sqft,internationalpartnerships@vitastudent.com,+44 203 096 1717,https://amberstudent.com/places/vita-student-crosshall-street-liverpool-1608304728969
"Vita Student The Tinlings, Liverpool",False,None,397,164,pound,weekly,Merseyside,Liverpool,Crosshall Street,L1 6DQ,5-7,4,study_area/laundry_facility/bills_included/not_available,33,15,sqft,internationalpartnerships@vitastudent.com,+44 203 096 1717,https://amberstudent.com/places/vita-student-the-tinlings-liverpool-2106189370710
"Windsor Court, Liverpool",False,99,199,169,pound,weekly,Merseyside,Liverpool,London Road,L3 5NL,128,4,Car Parking/COVID-19 Cancellation Policy/Flexible Tenancy/not_available,None,None,sqft,WindsorCourt@wearehomesforstudents.com/STLbookings@wearehomesforstudents.com,+440333 920 8224/+4401513292734,https://amberstudent.com/places/windsor-court-liverpool-1608300118755
"Eden Square, Liverpool",False,100,200,170,pound,weekly,Merseyside,Liverpool,Hatton Garden,L3 2FE,7,4,laundry_facility/cycle storage/study_area/not_available,71,41,sqft,info@downingstudents.com,+44 0151 707 2666,https://amberstudent.com/places/eden-square-liverpool-2108199471114
Canterbury Hall,False,100,175,130,pound,weekly,Lancashire,Preston,Garstang Road,PR1 1AL,2,4,gym/study_area/terrace/not_available,29,21,sqft,enquiries@nurturstudentliving.com/Emma.Young@nurturstudentliving.com,+4401772 563 754,https://amberstudent.com/places/canterbury-hall-1803267727659
"Urban Hub, Preston",False,99,200,136,pound,weekly,Lancashire,Preston,Moor Lane,PR1 1JQ,None,4,gym/laundry_facility/cinema/not_available,45,17,sqft,salesenquiries@prestigestudentliving.com/urbanhub@prestigestudentliving.com,+44 0371 705 1618,https://amberstudent.com/places/urban-hub-preston-2112030395230
"Beech House, Oxford",True,250,212,211,pound,weekly,Oxfordshire,Oxford,London Road,OX3 7PA,36-40,3,Bike storage/laundry_facility/Vending machine,None,None,sqft,InternationalBooking2@unitestudents.com,+44 0300 303 8642/+44 203 9298 908,https://amberstudent.com/places/beech-house-oxford-2206255195967
"The Spireworks, Oxford",True,88,370,215,pound,weekly,Oxfordshire,Oxford,Cowley Road,OX4,163,3,laundry_facility/cinema/game_room,40,19,sqft,thespireworks@apartostudent.com,+44 7501 766288,https://amberstudent.com/places/the-spireworks-oxford-2201284236654
"IQ Alice House, Oxford",True,250,405,309,pound,weekly,Oxfordshire,Oxford,Saint Clement's Street,OX4 1GG,25,3,Regular social events/laundry_facility/bills_included,None,None,sqft,Robert.Cook@iqstudent.com/alicehouse@iqstudentaccommodation.com,+44 01865 980657/+4401865 988 851/+4401865831130,https://amberstudent.com/places/iq-alice-house-oxford-1811296708099
West Way Square,True,150,383,232,pound,weekly,Oxfordshire,Oxford,West Way Square,OX2 9TD,5,4,laundry_facility/gym/bills_included/game_room,69,20,sqft,WestWaySquare@crm-students.com,+44 0844371 5612/+44 07816 533 964,https://amberstudent.com/places/west-way-square-2001217046189
"Between Towns Court, Oxford",True,90,280,185,pound,weekly,Oxfordshire,Oxford,Between Towns Road,OX4 3LX,13,3,laundry_facility/bills_included/cycle_store,None,None,sqft,Betweentownscourt@thisisfresh.com,+44 01865 671211,https://amberstudent.com/places/between-towns-court-oxford-1903077626567
"The Park, Oxford ",True,250,315,180,pound,weekly,Oxfordshire,Oxford,Horspath Driftway,OX3 7FJ,None,3,Bike Storage/On site maintenance/laundry_facility,None,None,sqft,enquiries@almerostudent.com,+44 8000086525,https://amberstudent.com/places/the-park-oxford-1902210592337
The Mews,True,300,238,203,pound,weekly,Oxfordshire,Oxford,Glanville Road,OX4 2SY,None,3,laundry_facility/game_room/bills_included,20,14,sqft,oxford@host-students.com,+44 (0)1865 807 359,https://amberstudent.com/places/the-mews-2011270840055
"Dorset House, Oxford",False,250,263,199,pound,weekly,Oxfordshire,Oxford,London Road,OX3 7FT,None,3,Vending machine/laundry_facility/not_available,None,None,sqft,InternationalBooking2@unitestudents.com,+44 0300 303 8642/+44 203 9298 908,https://amberstudent.com/places/dorset-house-oxford-2206254990765
"Cambridge Terrace, Oxford",False,None,282,205,pound,weekly,Oxfordshire,Oxford,Cambridge Terrace,OX1 1RN,4-6,4,Laundry Onsite/Flexible Tenancy/bills_included/not_available,18,8,sqft,CambridgeTerrace@wearehomesforstudents.com/STLbookings@wearehomesforstudents.com,+44330 134 6533/+441183247279,https://amberstudent.com/places/cambridge-terrace-oxford-1708236171487
Student Castle Oxford,False,150,452,231,pound,weekly,Oxfordshire,Oxford,Osney Lane,None,None,4,Gym/Cycle Storage/COVID-19 Cancellation Policy/not_available,34,14,sqft,Oxford@studentcastle.co.uk,+44 03333 444 907,https://amberstudent.com/places/student-castle-oxford-2003172893962
"Central Point, Plymouth",False,100,174,95,pound,weekly,Plymouth,Plymouth,Royal Parade,PL1 1DZ,50,4,games_area/Cycle storage/bills_included/not_available,30,12,sqft,centralpoint@capitolstudents.com,+44 03303 410635,https://amberstudent.com/places/central-point-plymouth-1710258578817
"St Thomas Court, Plymouth",False,100,155,100,pound,weekly,Plymouth,Plymouth,Gasking Street,PL4 9AP,20,4,Cycle storage/Common area/bills_included/not_available,30,13,sqft,stthomas@capitolstudents.com,+44 03303 410637,https://amberstudent.com/places/st-thomas-court-plymouth-1710253312193
Frobisher House,False,250,165,116,pound,weekly,Plymouth,Plymouth,Ebrington Street,PL4 9AQ,64-66,4,Bicycle parking/laundry_facility/bills_included/not_available,35,9,sqft,plymouth@host-students.com,+441752 395 984,https://amberstudent.com/places/frobisher-house-1902235534608
"Discovery Heights, Plymouth",False,100,150,118,pound,weekly,Plymouth,Plymouth,Cobourg Street,PL1 1UH,27-31,4,Common area/game_room/Cycle storage/not_available,20,13,sqft,discoveryheights@capitolstudents.com,+4403303 410636,https://amberstudent.com/places/discovery-heights-plymouth-1710258691042
The Old Dairy,False,250,173,130,pound,weekly,Plymouth,Plymouth,Regent Street,PL4 8BD,14,4,laundry_facility/game_room/bills_included/not_available,None,None,sqft,plymouth@host-students.com,+44 (0)1752 395 984,https://amberstudent.com/places/the-old-dairy-1803243766990
"St Teresa House, Plymouth",False,200,179,135,pound,weekly,Plymouth,Plymouth,Beaumont Road,PL4 9AZ,None,4,study_area/bills_included/Cycle storage/not_available,28,16,sqft,stteresa@capitolstudents.com,+4403303 410638,https://amberstudent.com/places/st-teresa-house-plymouth-1710258348081
Beckley Point,False,250,217,141,pound,weekly,Plymouth,Plymouth,Cobourg Street,PL1 1SP,39,4,laundry_facility/cinema/bills_included/not_available,30,11,sqft,beckleypoint@yugo.com,+441752531090,https://amberstudent.com/places/beckley-point-1907236997690
"Oxford Point, Bournemouth",True,150,235,157,pound,weekly,Dorset,Bournemouth,Oxford Road,BH8 8GS,13-17,3,laundry_facility/study_area/bills_included,None,None,sqft,Oxfordpoint@thisisfresh.com,+441202 038319,https://amberstudent.com/places/oxford-point-bournemouth-1802097674829
Corfe House,False,250,149,143,pound,weekly,Dorset,Poole,Pitwines Close,BH15 1ED,None,4,Communal lounge/laundry_facility/Parcel receipt service/not_available,None,None,sqft,corfe.house@studentroost.co.uk,+44 (0)1202 649 670,https://amberstudent.com/places/corfe-house-1805181020550
Kaplan Living Bournemouth,False,250,201,130,pound,weekly,Dorset,Bournemouth,Holdenhurst Road,BH8 8GN,51-65,4,laundry_facility/game_room/study_area/not_available,20,13,sqft,LivingBournemouth@kaplan.com,+44 (0)120 206 8651,https://amberstudent.com/places/kaplan-living-bournemouth-2011103894465
Lulworth house,False,170,200,137,pound,weekly,Dorset,Bournemouth,Christchurch Road,BH1,4,4,bills_included/laundry_facility/gym/not_available,29,10,sqft,info@lulworthstudentcompany.co.uk,+4401202290244,https://amberstudent.com/places/lulworth-house-2004022234265
"St James Street, Portsmouth",True,100,269,157,pound,weekly,Portsmouth,Portsmouth,Saint James's Street,PO1 3AP,10,3,laundry_facility/game_room/bills_included,17,13,sqft,stjames@collegiate-ac.com,+44 (0) 239 219 1187,https://amberstudent.com/places/st-james-street-portsmouth-1608305413890
"Margaret Rule Hall, Portsmouth",True,250,164,160,pound,weekly,Portsmouth,Portsmouth,Isambard Brunel Road,PO1 2DS,None,2,Maintenance support/bills_included,None,None,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/margaret-rule-hall-portsmouth-2007159284614
"Crown Place, Portsmouth",True,None,247,161,pound,weekly,Portsmouth,Portsmouth,Station Street,PO1 1BZ,None,4,laundry_facility/game_room/study_area/Roof terrace,32,15,sqft,crownplaceportsmouth@collegiate-ac.com,+44 (0) 23 9219 1171,https://amberstudent.com/places/crown-place-portsmouth-1806039000057
"Earlsdon Street, Portsmouth",True,100,235,179,pound,weekly,Portsmouth,Southsea,Earlsdon Street,PO5 4DH,61,3,laundry_facility/game_room/bills_included,21,16,sqft,earlsdonstreet@collegiate-ac.com/vfroud@collegiate-ac.com,+44 (0) 239 219 1187,https://amberstudent.com/places/earlsdon-street-portsmouth-1608300701925
Middle Street,True,100,289,189,pound,weekly,Portsmouth,Portsmouth,Middle Street,PO5 4AY,22,3,laundry_facility/game_room/bills_included,37,18,sqft,middlestreet@collegiate-ac.com/vfroud@collegiate-ac.com,+44 (0) 239 219 1187,https://amberstudent.com/places/middle-street-1608303914818
"Trafalgar Hall, Portsmouth",False,250,112,111,pound,weekly,Portsmouth,Southsea,Middle Street,PO5 4AY,None,4,Laundry/COVID-19 Cancellation Policy/bills_included/not_available,None,None,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/trafalgar-hall-portsmouth-2007155658652
"Chaucer House, Portsmouth",False,250,195,156,pound,weekly,Portsmouth,Portsmouth,Isambard Brunel Road,PO1 2GP,32,3,bills_included/bike storage/not_available,None,None,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/chaucer-house-portsmouth-1902158269559
Catherine House,False,250,239,159,pound,weekly,Portsmouth,Portsmouth,Stanhope Road,PO1 1DZ,None,4,game_area/Bike Storage/bills_included/not_available,None,None,sqft,catherinehouse@yugo.com,+4402392191130,https://amberstudent.com/places/catherine-house-2001255809311
"Greetham Street, Portsmouth",False,250,190,164,pound,weekly,Portsmouth,Portsmouth,Greetham Street,PO5 4FB,None,4,laundry_facility/study_area/bills_included/not_available,None,None,sqft,InternationalBooking2@unitestudents.com,+44 117 302 7399,https://amberstudent.com/places/greetham-street-portsmouth-1902271909285
"Stanhope House, Portsmouth",False,250,222,166,pound,weekly,Portsmouth,Portsmouth,Commercial Road,PO1 1BQ,91-93,4,Cinema Room/COVID-19 Cancellation Policy/bills_included/not_available,30,12,sqft,portsmouth@primestudentliving.com,+44 0238 1300206,https://amberstudent.com/places/stanhope-house-portsmouth-1904116959021
"Sparkford House, Winchester",True,150,510,271,pound,weekly,Hampshire,Winchester,Sparkford Road,SO22 4NJ,None,3,gym/study_area/cinema,None,None,sqft,yourspace@unilife.co.uk,+448455195100,https://amberstudent.com/places/sparkford-house-winchester-1907292828379
"IQ Kopa, Preston",True,75,154,101,pound,weekly,Lancashire,Preston,Moor Lane,PR1 1LR,130,3,Free Contents Insurance/Gated Courtyard/COVID-19 Cancellation Policy,None,None,sqft,kopa@iqstudentaccommodation.com,+44 01772 823332,https://amberstudent.com/places/iq-kopa-preston-1811290048262
Trinity Student Village,False,99,115,87,pound,weekly,Lancashire,Preston,Great Shaw Street,PR1 2HF,None,4,COVID-19 Cancellation Policy/laundry_facility/bills_included/not_available,15,14,sqft,salesenquiries@wearehomesforstudents.com/trinitystudentvillage@wearehomesforstudents.com/STLbookings@wearehomesforstudents.com,+44177 288 0145,https://amberstudent.com/places/trinity-student-village-1804230520253
"Jubilee Court, Preston",False,None,165,90,pound,weekly,Lancashire,Preston,Fylde Road,PR1 2XP,129,4,laundry_facility/bills_included/Bike Storage/not_available,None,None,sqft,bookings@cloudstudenthomes.co.uk,+440330 053 5701/+44 01722259809,https://amberstudent.com/places/jubilee-court-preston-1911051486562
Canterbury Hall,False,100,175,130,pound,weekly,Lancashire,Preston,Garstang Road,PR1 1AL,2,4,gym/study_area/terrace/not_available,29,21,sqft,enquiries@nurturstudentliving.com/Emma.Young@nurturstudentliving.com,+4401772 563 754,https://amberstudent.com/places/canterbury-hall-1803267727659
